identifier	name
R_EX_3hdececrn	exchange reaction for 3-hydroxyhexadecenoyl carnitine
R_EX_3hexdcrn	exchange reaction for 3-hydroxyhexadecanoyl carnitine
R_EX_3ivcrn	exchange reaction for 3-hydroxy-isovaleryl carnitine
R_EX_3mlda_LPAREN_e_RPAREN_	3-Methylimidazoleacetic acid exchange
R_EX_3mob_LPAREN_e_RPAREN_	Exchange of 3-methyl-2-oxobutanoate
R_EX_3mop_LPAREN_e_RPAREN_	Exchange of 3-methyl-2-oxopentanoate
R_EX_3octdec2crn	exchange reaction for 3-hydroxyoctadecadienoyl carnitine
R_EX_3octdeccrn	exchange reaction for 3-hydroxyoctadecanoyl carnitine
R_EX_3octdece1crn	exchange reaction for 3-hydroxy-octadecenoyl carnitine
R_EX_3tdcrn	exchange reaction for 3-hydroxy-tetradecanoyl carnitine
R_EX_3tetd7ecoacrn	exchange reaction for 3-hydroxy tetradecenoyl-7-carnitine
R_EX_3thexddcoacrn	exchange reaction for 3-hydroxy trans7,10-hexadecadienoyl carnitine
R_EX_3ttetddcoacrn	exchange reaction for 3-hydroxy trans5,8tetradecadienoyl carnitine
R_EX_4abut_LPAREN_e_RPAREN_	4-Aminobutanoate exchange
R_EX_4abutn_LPAREN_e_RPAREN_	Exchange of 4-ammoniobutanal
R_EX_4hdebrisoquine_LPAREN_e_RPAREN_	4 hydroxy debrisoquine exchange
R_EX_4hphac_LPAREN_e_RPAREN_	4-Hydroxyphenylacetate exchange
R_EX_4hpro_LPAREN_e_RPAREN_	exchange reaction for hydroxy proline
R_EX_4mop_LPAREN_e_RPAREN_	Exchange of 4-methyl-2-oxopentanoate
R_EX_4mptnl_LPAREN_e_RPAREN_	4-methylpentanal Exchange
R_EX_4mtolbutamide_LPAREN_e_RPAREN_	4 hydroxy tolbutamide exchange
R_EX_4nph_LPAREN_e_RPAREN_	4-Nitrophenol exchange
R_EX_4nphsf_LPAREN_e_RPAREN_	4-Nitrophenyl sulfate exchange
R_EX_4pyrdx_LPAREN_e_RPAREN_	4-Pyridoxate exchange
R_EX_5adtststerone_LPAREN_e_RPAREN_	5alpha-Dihydrotestosterone exchange
R_EX_5adtststeroneglc_LPAREN_e_RPAREN_	5alpha-Dihydrotestosterone glucuronide exchange
R_EX_5adtststerones_LPAREN_e_RPAREN_	5alpha-Dihydrotestosterone sulfate exchange
R_EX_5dhf_LPAREN_e_RPAREN_	pentaglutamyl folate (DHF) exchange
R_EX_5fthf_LPAREN_e_RPAREN_	5-Formyltetrahydrofolate exchange
R_EX_5homeprazole_LPAREN_e_RPAREN_	5 hydroxy omeprazole exchange
R_EX_5htrp_LPAREN_e_RPAREN_	5-Hydroxy-L-tryptophan exchange
R_EX_5mta_LPAREN_e_RPAREN_	Exchange of 5-S-methyl-5-thioadenosine
R_EX_5mthf_LPAREN_e_RPAREN_	exchange reaction for 5-Methyltetrahydrofolate
R_EX_5oxpro_LPAREN_e_RPAREN_	Exchange of 5-oxoprolinate
R_EX_5thf_LPAREN_e_RPAREN_	pentaglutamyl folate (THF) exchange
R_EX_6dhf_LPAREN_e_RPAREN_	haxglutamyl folate (DHF) exchange
R_EX_6htststerone_LPAREN_e_RPAREN_	6 beta hydroxy testosterone exchange
R_EX_6thf_LPAREN_e_RPAREN_	hexaglutamyl folate (THF) exchange
R_EX_7dhf_LPAREN_e_RPAREN_	heptaglutamyl folate (DHF) exchange
R_EX_7thf_LPAREN_e_RPAREN_	heptaglutamyl folate (THF) exchange
R_EX_9_cis_retfa_LPAREN_e_RPAREN_	fatty acid 9-cis-retinol exchange
R_EX_abt_LPAREN_e_RPAREN_	L-Arabinitol exchange
R_EX_ac_LPAREN_e_RPAREN_	Acetate exchange
R_EX_acac_LPAREN_e_RPAREN_	Acetoacetate exchange
R_EX_acald_LPAREN_e_RPAREN_	Acetaldehyde exchange
R_EX_acetone_LPAREN_e_RPAREN_	Acetone exchange
R_EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_LPAREN_e_RPAREN_	Type IIIA glycolipid exchange
R_EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_	Type IIIAb exchange
R_EX_acgam_LPAREN_e_RPAREN_	N-Acetyl-D-glucosamine exchange
R_EX_ach_LPAREN_e_RPAREN_	Acetylcholine exchange
R_EX_acmana_LPAREN_e_RPAREN_	Exchange of N-acetyl-D-mannosamine
R_EX_acn13acngalgbside_hs_LPAREN_e_RPAREN_	sialyl (1,3) sialyl (2,6) galactosylgloboside (homo sapiens) exchange
R_EX_acn23acngalgbside_hs_LPAREN_e_RPAREN_	sialyl (2,3) sialyl (2,6) galactosylgloboside (homo sapiens) exchange
R_EX_acnacngal14acglcgalgluside_hs_LPAREN_e_RPAREN_	3',8'-LD1 exchange
R_EX_acnacngalgbside_hs_LPAREN_e_RPAREN_	disialyl galactosylgloboside (homo sapiens) exchange
R_EX_acngalacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_	VI3NeuAc-nLc6Cer exchange
R_EX_ade_LPAREN_e_RPAREN_	Adenine exchange
R_EX_adn_LPAREN_e_RPAREN_	exchange reaction for Adenosine
R_EX_adp	adp exchange
R_EX_adprbp_LPAREN_e_RPAREN_	ADPribose 2'-phosphate exchange
R_EX_adprib_LPAREN_e_RPAREN_	ADPribose exchange
R_EX_adrn_LPAREN_e_RPAREN_	adrenic acid exchange
R_EX_adrnl_LPAREN_e_RPAREN_	Adrenaline exchange
R_EX_aflatoxin_LPAREN_e_RPAREN_	aflatoxin B1 exchange
R_EX_ahandrostanglc_LPAREN_e_RPAREN_	Etiocholan-3alpha-ol-17-one 3-glucuronide exchange
R_EX_ahcys_LPAREN_e_RPAREN_	Exchange of S-adenosyl-L-homocysteine
R_EX_ahdt_LPAREN_e_RPAREN_	Exchange of 7,8-dihydroneopterin 3-triphosphate(4-)
R_EX_aicar_LPAREN_e_RPAREN_	Exchange of 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-)
R_EX_ak2lgchol_hs_LPAREN_e_RPAREN_	1-alkyl 2-lysoglycerol 3-phosphocholine exchange
R_EX_akg_LPAREN_e_RPAREN_	2-Oxoglutarate exchange
R_EX_ala_B_LPAREN_e_RPAREN_	beta-Alanine exchange
R_EX_ala_D_LPAREN_e_RPAREN_	D-Alanine exchange
R_EX_ala_L_LPAREN_e_RPAREN_	exchange reaction for L-alanine
R_EX_alaala_LPAREN_e_RPAREN_	exchange reaction for alanylalanine
R_EX_aldstrn_LPAREN_e_RPAREN_	Aldosterone exchange
R_EX_amp_LPAREN_e_RPAREN_	AMP exchange
R_EX_andrstrn_LPAREN_e_RPAREN_	Androsterone exchange
R_EX_andrstrnglc_LPAREN_e_RPAREN_	androsterone glucuronide exchange
R_EX_anth_LPAREN_e_RPAREN_	Exchange of anthranilate
R_EX_antipyrene_LPAREN_e_RPAREN_	antipyrene exchange
R_EX_apnnox_LPAREN_e_RPAREN_	alpha-Pinene-oxide exchange
R_EX_appnn_LPAREN_e_RPAREN_	(+)-alpha-Pinene exchange
R_EX_aprgstrn_LPAREN_e_RPAREN_	20alpha-Hydroxyprogesterone exchange
R_EX_aqcobal_LPAREN_e_RPAREN_	Aquacob(III)alamin exchange
R_EX_arab_L_LPAREN_e_RPAREN_	L-Arabinose exchange
R_EX_arach_LPAREN_e_RPAREN_	exchange reaction for arachidate
R_EX_arachd_LPAREN_e_RPAREN_	nC20:4 exchange
R_EX_arg_L_LPAREN_e_RPAREN_	L-Arginine exchange
R_EX_ascb_L_LPAREN_e_RPAREN_	L-Ascorbate exchange
R_EX_asn_L_LPAREN_e_RPAREN_	exchange reaction for L-asparagine
R_EX_asp_D_LPAREN_e_RPAREN_	D-Aspartate exchange
R_EX_asp_L_LPAREN_e_RPAREN_	L-Aspartate exchange
R_EX_atp_LPAREN_e_RPAREN_	ATP exchange
R_EX_avite1_LPAREN_e_RPAREN_	alpha-Tocopherol exchange
R_EX_bhb_LPAREN_e_RPAREN_	(R)-3-Hydroxybutanoate transport via H+ symport
R_EX_bildglcur_LPAREN_e_RPAREN_	Bilirubin beta-diglucuronide exchange
R_EX_bilglcur_LPAREN_e_RPAREN_	exchange reaction for blirubin mono-glucuronide
R_EX_bilirub_LPAREN_e_RPAREN_	Bilirubin exchange
R_EX_biocyt_LPAREN_e_RPAREN_	Biocytin exchange
R_EX_btn_LPAREN_e_RPAREN_	Biotin exchange
R_EX_but_LPAREN_e_RPAREN_	Butyrate (n-C4:0) exchange
R_EX_bz_LPAREN_e_RPAREN_	Benzoate exchange
R_EX_C02470_LPAREN_e_RPAREN_	Xanthurenic acid exchange
R_EX_C02528_LPAREN_e_RPAREN_	chenodeoxycholate exchange
R_EX_c101crn	exchange reaction for decenoyl carnitine
R_EX_c10crn	exchange reaction for decanoyl carnitine
R_EX_c10dc	exchange reaction for sebacoyl carnitine
R_EX_c12dc	exchange reaction for dodecanedioyl carnitine
R_EX_c16dc	exchange reaction for Hexadecanedioic acid mono-L-carnitine ester
R_EX_c3dc	exchange reaction for malonyl carnitine
R_EX_c4crn	exchange reaction for butyryl carnitine
R_EX_c4dc	exchange reaction for succinyl carnitine
R_EX_c51crn	exchange reaction for tiglyl carnitine
R_EX_c5dc	exchange reaction for glutaryl carnitine
R_EX_c6crn	exchange reaction for hexanoyl carnitine
R_EX_c6dc	exchange reaction for adipoyl carnitine
R_EX_c81crn	exchange reaction for octenoyl carnitine
R_EX_c8crn	exchange reaction for octanoyl carnitine
R_EX_ca2_LPAREN_e_RPAREN_	Calcium exchange
R_EX_camp_LPAREN_e_RPAREN_	cAMP exchange
R_EX_carn_LPAREN_e_RPAREN_	exchange reaction for carnosine
R_EX_caro_LPAREN_e_RPAREN_	beta-Carotene exchange
R_EX_carveol_LPAREN_e_RPAREN_	(E)-carveol exchange
R_EX_cbasp_LPAREN_e_RPAREN_	Exchange of N-carbamoyl-L-aspartate
R_EX_cdp_LPAREN_e_RPAREN_	CDP(3-) exchange
R_EX_cgly_LPAREN_e_RPAREN_	Cys-Gly exchange
R_EX_chol_LPAREN_e_RPAREN_	exchange reaction for Choline
R_EX_cholate_LPAREN_e_RPAREN_	exchange reaction for cholate
R_EX_chsterol_LPAREN_e_RPAREN_	exchange reaction for cholesterol
R_EX_chtn_LPAREN_e_RPAREN_	chitin exchange
R_EX_cit_LPAREN_e_RPAREN_	Citrate exchange
R_EX_citr_L_LPAREN_e_RPAREN_	L-citrulline exchange
R_EX_cl_LPAREN_e_RPAREN_	exchange reaction for Chloride
R_EX_CLPND_LPAREN_e_RPAREN_	clupanodonic acid (docosapentaenoic (n-3)) exchange
R_EX_cmp_LPAREN_e_RPAREN_	CMP exchange
R_EX_co_LPAREN_e_RPAREN_	Carbon monoxide exchange
R_EX_co2_LPAREN_e_RPAREN_	CO2 exchange
R_EX_coumarin_LPAREN_e_RPAREN_	coumarin exchange
R_EX_creat_LPAREN_e_RPAREN_	Creatine exchange
R_EX_crmp_hs_LPAREN_e_RPAREN_	Ceramide 1-phosphate exchange
R_EX_crn_LPAREN_e_RPAREN_	exchange reaction for L-Carnitine
R_EX_crtsl_LPAREN_e_RPAREN_	cortisol Exchange
R_EX_crtstrn_LPAREN_e_RPAREN_	corticosterone Exchange
R_EX_crvnc_LPAREN_e_RPAREN_	nC22:6 exchange
R_EX_csn_LPAREN_e_RPAREN_	Cytosine exchange
R_EX_cspg_a_LPAREN_e_RPAREN_	chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan exchange
R_EX_cspg_b_LPAREN_e_RPAREN_	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan exchange
R_EX_cspg_c_LPAREN_e_RPAREN_	chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan exchange
R_EX_cspg_d_LPAREN_e_RPAREN_	chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan exchange
R_EX_cspg_e_LPAREN_e_RPAREN_	chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan exchange
R_EX_ctp_LPAREN_e_RPAREN_	Exchange of CTP(4-)
R_EX_cyan_LPAREN_e_RPAREN_	Hydrogen cyanide exchange
R_EX_cys_L_LPAREN_e_RPAREN_	exchange reaction for L-cysteine
R_EX_cytd_LPAREN_e_RPAREN_	exchange reaction for Cytidine
R_EX_dad_2_LPAREN_e_RPAREN_	exchange reaction for 2-deoxyadenosine
R_EX_dag_hs_LPAREN_e_RPAREN_	exchange reaction for diglyceride
R_EX_dca_LPAREN_e_RPAREN_	Decanoate (n-C10:0) exchange
R_EX_dcsptn1_LPAREN_e_RPAREN_	docosa-4,7,10,13,16-pentaenoic acid (n-6) exchange
R_EX_dcyt_LPAREN_e_RPAREN_	exchange reaction for Deoxycytidine
R_EX_ddece1crn	exchange reaction for dodecenoyl carnitine
R_EX_debrisoquine_LPAREN_e_RPAREN_	debrisoquine exchange
R_EX_decdicrn	exchange reaction for decadienoyl carnitine
R_EX_dgchol_LPAREN_e_RPAREN_	Chenodeoxyglycocholate exchange
R_EX_dgmp_LPAREN_e_RPAREN_	Exchange of dGMP(2-)
R_EX_dgsn_LPAREN_e_RPAREN_	exchange reaction for Deoxyguanosine
R_EX_dgtp_LPAREN_e_RPAREN_	Exchange of dGTP
R_EX_dha_LPAREN_e_RPAREN_	Exchange of glycerone
R_EX_dhap_LPAREN_e_RPAREN_	Exchange of glycerone phosphate(2-)
R_EX_dhdascb_LPAREN_e_RPAREN_	exchange reaction for dehydroascorbide(1-)
R_EX_dheas_LPAREN_e_RPAREN_	Dehydroepiandrosterone sulfate exchange
R_EX_dhf_LPAREN_e_RPAREN_	7,8-Dihydrofolate exchange
R_EX_digalsgalside_hs_LPAREN_e_RPAREN_	Digalactosylceramidesulfate exchange
R_EX_din_LPAREN_e_RPAREN_	exchange reaction for Deoxyinosine
R_EX_dlnlcg_LPAREN_e_RPAREN_	dihomo-gamma-linolenic acid (n-6) exchange
R_EX_dmantipyrine_LPAREN_e_RPAREN_	demethylated antipyrine exchange
R_EX_dmhptcrn_LPAREN_e_RPAREN_	2,6 dimethylheptanoyl carnitine exchange
R_EX_doco13ac	exchange reaction for docosenoic acid (C22:1)
R_EX_docosac	exchange reaction for Behenic acid
R_EX_docosdiac	exchange reaction for docosanedioic acid
R_EX_dopa_LPAREN_e_RPAREN_	Dopamine exchange
R_EX_dopasf_LPAREN_e_RPAREN_	Dopamine 3-O-sulfate exchange
R_EX_drib_LPAREN_e_RPAREN_	Deoxyribose exchange
R_EX_dtdp_LPAREN_e_RPAREN_	({[(2R,3S,5R)-3-hydroxy-5-(5-methyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)oxolan-2-yl]methyl phosphonato}oxy)phosphonate exchange
R_EX_dtmp_LPAREN_e_RPAREN_	Exchange of dTMP(2-)
R_EX_dttp_LPAREN_e_RPAREN_	Exchange of dTTP(4-)
R_EX_duri_LPAREN_e_RPAREN_	exchange reaction for Deoxyuridine
R_EX_eaflatoxin_LPAREN_e_RPAREN_	8,9 epxoy aflatoxin B1 exchange
R_EX_ebastine_LPAREN_e_RPAREN_	ebastine exchange
R_EX_ebastineoh_LPAREN_e_RPAREN_	hydroxylated ebastine exchange
R_EX_eicostet_LPAREN_e_RPAREN_	eicosatetranoic acid exchange
R_EX_elaid_LPAREN_e_RPAREN_	elaidic acid exchange
R_EX_estradiol_LPAREN_e_RPAREN_	estradiol exchange
R_EX_estradiolglc_LPAREN_e_RPAREN_	estradiol glucuronide exchange
R_EX_estriolglc_LPAREN_e_RPAREN_	16-Glucuronide-estriol exchange
R_EX_estroneglc_LPAREN_e_RPAREN_	estrone glucuronide exchange
R_EX_estrones_LPAREN_e_RPAREN_	Estrone 3-sulfate exchange
R_EX_etoh_LPAREN_e_RPAREN_	Ethanol exchange
R_EX_fad_LPAREN_e_RPAREN_	Exchange of Flavin adenine dinucleotide oxidized
R_EX_fald_LPAREN_e_RPAREN_	Exchange of formaldehyde
R_EX_fe2_LPAREN_e_RPAREN_	EX_fe2(u)
R_EX_fe3_LPAREN_e_RPAREN_	Fe3+ exchange
R_EX_fmn_LPAREN_e_RPAREN_	exchange reaction for FMN
R_EX_fol_LPAREN_e_RPAREN_	exchange reaction for Folate
R_EX_for_LPAREN_e_RPAREN_	Formate exchange
R_EX_fru_LPAREN_e_RPAREN_	exchange reaction for D-Fructose
R_EX_fuc_L_LPAREN_e_RPAREN_	L-Fucose exchange
R_EX_fuc13galacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_	III3Fuc-nLc6Cer exchange
R_EX_fuc14galacglcgalgluside_hs_LPAREN_e_RPAREN_	Lea glycolipid exchange
R_EX_fucacgalfucgalacglcgalgluside_hs_LPAREN_e_RPAREN_	(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1 exchange
R_EX_fucacngal14acglcgalgluside_hs_LPAREN_e_RPAREN_	IV3-a-NeuAc,III3-a-Fuc-nLc4Cer exchange
R_EX_fucacngalacglcgalgluside_hs_LPAREN_e_RPAREN_	IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer exchange
R_EX_fucfuc12gal14acglcgalgluside_hs_LPAREN_e_RPAREN_	Ley glycolipid exchange
R_EX_fucfuc132galacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_	V3Fuc,III3Fuc-nLc6Cer exchange
R_EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_	(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1 exchange
R_EX_fucfucfucgalacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_	(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1 exchange
R_EX_fucfucgalacglcgalgluside_hs_LPAREN_e_RPAREN_	Leb glycolipid exchange
R_EX_fucgal14acglcgalgluside_hs_LPAREN_e_RPAREN_	Lacto-N-fucopentaosyl III ceramide exchange
R_EX_fucgalfucgalacglcgalgluside_hs_LPAREN_e_RPAREN_	(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1 exchange
R_EX_fucgalgbside_hs_LPAREN_e_RPAREN_	fucosyl galactosylgloboside (homo sapiens) exchange
R_EX_g1p_LPAREN_e_RPAREN_	Exchange of alpha-D-glucose 1-phosphate(2-)
R_EX_gal_LPAREN_e_RPAREN_	exchange reaction for D-Galactose
R_EX_galacglcgalgbside_hs_LPAREN_e_RPAREN_	Gal-GlcNAc-Gal globoside (homo sapiens) exchange
R_EX_galfuc12gal14acglcgalgluside_hs_LPAREN_e_RPAREN_	(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1 exchange
R_EX_galfucgalacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_	(Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1 exchange
R_EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_LPAREN_e_RPAREN_	(Gal)6 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1 exchange
R_EX_galgalgalthcrm_hs_LPAREN_e_RPAREN_	Gal-Gal-Gal-Gal-Gal-Glc-Cer (homo sapiens) exchange
R_EX_gam_LPAREN_e_RPAREN_	exchange reaction for D-Glucosamine
R_EX_gbside_hs_LPAREN_e_RPAREN_	globoside (homo sapiens) exchange
R_EX_gchola_LPAREN_e_RPAREN_	Glycocholate exchange
R_EX_gd1b2_hs_LPAREN_e_RPAREN_	GD1beta (homo sapiens) exchange
R_EX_gd1c_hs_LPAREN_e_RPAREN_	GD1c (homo sapiens) exchange
R_EX_gdp_LPAREN_e_RPAREN_	GDP exchange
R_EX_glc_LPAREN_e_RPAREN_	D-Glucose exchange
R_EX_gln_L_LPAREN_e_RPAREN_	exchange reaction for L-glutamine
R_EX_glu_L_LPAREN_e_RPAREN_	L-Glutamate exchange
R_EX_gluala_LPAREN_e_RPAREN_	5-L-Glutamyl-L-alanine exchange
R_EX_gly_LPAREN_e_RPAREN_	exchange reaction for Glycine
R_EX_glyb_LPAREN_e_RPAREN_	Glycine betaine exchange
R_EX_glyc_LPAREN_e_RPAREN_	Glycerol exchange
R_EX_glyc_S_LPAREN_e_RPAREN_	(S)-Glycerate exchange
R_EX_glygly_LPAREN_e_RPAREN_	Exchange reaction for glycylglycine
R_EX_glygn2_LPAREN_e_RPAREN_	glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]}) exchange
R_EX_glygn4_LPAREN_e_RPAREN_	exchange reaction for glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})
R_EX_glygn5_LPAREN_e_RPAREN_	exchange reaction for glycogen, structure 5 (glycogenin-2[1,4-Glc])
R_EX_glyleu_LPAREN_e_RPAREN_	Glycylleucine exchange
R_EX_glyphe_LPAREN_e_RPAREN_	exchange reaction for glycylphenylalaine
R_EX_glypro_LPAREN_e_RPAREN_	Glycylproline exchange
R_EX_glysar_LPAREN_e_RPAREN_	exchange reaction for glycylsarcosine
R_EX_gmp_LPAREN_e_RPAREN_	GMP exchange
R_EX_gp1c_hs_LPAREN_e_RPAREN_	GP1c (homo sapiens) exchange
R_EX_gp1calpha_hs_LPAREN_e_RPAREN_	GP1c alpha (homo sapiens) exchange
R_EX_gq1b_hs_LPAREN_e_RPAREN_	GQ1b (homo sapiens) exchange
R_EX_gq1balpha_hs_LPAREN_e_RPAREN_	GQ1balpha (homo sapiens) exchange
R_EX_gsn_LPAREN_e_RPAREN_	exchange reaction for Guanosine
R_EX_gt1a_hs_LPAREN_e_RPAREN_	GT1a (homo sapiens) exchange
R_EX_gthox_LPAREN_e_RPAREN_	Oxidized glutathione exchange
R_EX_gthrd_LPAREN_e_RPAREN_	Reduced glutathione exchange
R_EX_gtp_LPAREN_e_RPAREN_	GTP exchange
R_EX_gua_LPAREN_e_RPAREN_	Guanine exchange
R_EX_h_LPAREN_e_RPAREN_	exchange reaction for proton
R_EX_h2o_LPAREN_e_RPAREN_	H2O exchange
R_EX_h2o2_LPAREN_e_RPAREN_	Hydrogen peroxide exchange
R_EX_ha_LPAREN_e_RPAREN_	hyaluronan exchange
R_EX_ha_pre1_LPAREN_e_RPAREN_	hyaluronan biosynthesis, precursor 1 exchange
R_EX_HC00001_LPAREN_e_RPAREN_	Albumin exchange
R_EX_HC00002_LPAREN_e_RPAREN_	Antichymotrypsin exchange
R_EX_HC00003_LPAREN_e_RPAREN_	Antitrypsin exchange
R_EX_HC00004_LPAREN_e_RPAREN_	ApoA1 exchange
R_EX_HC00229_LPAREN_e_RPAREN_	Exchange of Isomaltose
R_EX_HC00250_LPAREN_e_RPAREN_	Exchange of hydrosulfide
R_EX_HC00822_LPAREN_e_RPAREN_	Chitobiose exchange
R_EX_HC00955_LPAREN_e_RPAREN_	L-3-Cyanoalanine exchange
R_EX_HC01104_LPAREN_e_RPAREN_	Exchange of 4-nitrophenyl phosphate(2-)
R_EX_HC01361_LPAREN_e_RPAREN_	Exchange of Dihydroneopterin
R_EX_HC01440_LPAREN_e_RPAREN_	Exchange of 3-Keto-beta-D-galactose
R_EX_HC01441_LPAREN_e_RPAREN_	Exchange of Lactose-6P
R_EX_HC01444_LPAREN_e_RPAREN_	Exchange of Galactosylglycerol
R_EX_HC01446_LPAREN_e_RPAREN_	Exchange of 3-Ketolactose
R_EX_HC01577_LPAREN_e_RPAREN_	Exchange of gamma-Glutamyl-beta-cyanoalanine
R_EX_HC01609_LPAREN_e_RPAREN_	Exchange of UroporphyrinogenI
R_EX_HC01700_LPAREN_e_RPAREN_	Exchange of gamma-Glutamyl-3-aminopropiononitrile
R_EX_HC01787_LPAREN_e_RPAREN_	Lepidimoide exchange
R_EX_HC01852_LPAREN_e_RPAREN_	Fibrinogen exchange
R_EX_HC01939_LPAREN_e_RPAREN_	Haptoglobin exchange
R_EX_HC01942_LPAREN_e_RPAREN_	Plasminogen exchange
R_EX_HC01943_LPAREN_e_RPAREN_	Prothrombin exchange
R_EX_HC01944_LPAREN_e_RPAREN_	ApoTransferin exchange
R_EX_HC02172_LPAREN_e_RPAREN_	Zinc exchange
R_EX_HC02180_LPAREN_e_RPAREN_	thromboxane-b2 exchange
R_EX_HC02187_LPAREN_e_RPAREN_	reverse-triiodthyronine exchange
R_EX_HC02191_LPAREN_e_RPAREN_	lithocholate exchange
R_EX_HC02192_LPAREN_e_RPAREN_	taurolithocholate exchange
R_EX_HC02193_LPAREN_e_RPAREN_	glycolithocholate exchange
R_EX_HC02197_LPAREN_e_RPAREN_	sulfoglycolithocholate(2-) exchange
R_EX_HC02198_LPAREN_e_RPAREN_	2-[(4R)-4-[(1S,2S,5R,7R,10R,11S,14R,15R)-2,15-dimethyl-5-(sulfonatooxy)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanamido]ethane-1-sulfonate exchange
R_EX_HC02199_LPAREN_e_RPAREN_	glutathionyl-leuc4 exchange
R_EX_HC02200_LPAREN_e_RPAREN_	S-glutathionyl-2-4-dinitrobenzene exchange
R_EX_HC02201_LPAREN_e_RPAREN_	S-glutathionyl-ethacrynic-acid exchange
R_EX_HC02202_LPAREN_e_RPAREN_	prostaglandin A1(1-) exchange
R_EX_HC02203_LPAREN_e_RPAREN_	prostaglandin-a2 exchange
R_EX_HC02204_LPAREN_e_RPAREN_	prostaglandin-b1 exchange
R_EX_HC02205_LPAREN_e_RPAREN_	prostaglandin-b2 exchange
R_EX_HC02206_LPAREN_e_RPAREN_	prostaglandin C1(1-) exchange
R_EX_HC02207_LPAREN_e_RPAREN_	prostaglandin-c2 exchange
R_EX_HC02208_LPAREN_e_RPAREN_	prostaglandin-d1 exchange
R_EX_HC02210_LPAREN_e_RPAREN_	prostaglandin-d3 exchange
R_EX_HC02213_LPAREN_e_RPAREN_	prostaglandin-e3 exchange
R_EX_HC02214_LPAREN_e_RPAREN_	prostaglandin-f1alpha exchange
R_EX_HC02216_LPAREN_e_RPAREN_	prostaglandin-f2beta exchange
R_EX_HC02217_LPAREN_e_RPAREN_	prostaglandin-g2 exchange
R_EX_HC02220_LPAREN_e_RPAREN_	sulfochenodeoxycholate exchange
R_EX_hco3_LPAREN_e_RPAREN_	Bicarbonate exchange
R_EX_hcoumarin_LPAREN_e_RPAREN_	hydroxy coumarin exchange
R_EX_hdca_LPAREN_e_RPAREN_	Hexadecanoate (n-C16:0) exchange
R_EX_hdcea_LPAREN_e_RPAREN_	exchange reaction for Hexadecenoate (n-C16:1)
R_EX_hestratriol_LPAREN_e_RPAREN_	4,17 dihydroxy estradiol exchange
R_EX_hexc_LPAREN_e_RPAREN_	hexacosanoate (n-C26:0) exchange
R_EX_his_L_LPAREN_e_RPAREN_	exchange reaction for L-histidine
R_EX_hista_LPAREN_e_RPAREN_	Histamine exchange
R_EX_hom_L_LPAREN_e_RPAREN_	L-Homoserine exchange
R_EX_hpdca_LPAREN_e_RPAREN_	heptadecanoate exchange
R_EX_hspg_LPAREN_e_RPAREN_	heparan sulfate proteoglycan exchange
R_EX_htaxol_LPAREN_e_RPAREN_	hydroxylated taxol exchange
R_EX_hxan_LPAREN_e_RPAREN_	Hypoxanthine exchange
R_EX_i_LPAREN_e_RPAREN_	Iodide exchange
R_EX_idour_LPAREN_e_RPAREN_	Exchange of L-iduronate
R_EX_idp_LPAREN_e_RPAREN_	IDP exchange
R_EX_ile_L_LPAREN_e_RPAREN_	L-Isoleucine exchange
R_EX_imp_LPAREN_e_RPAREN_	IMP exchange
R_EX_inost_LPAREN_e_RPAREN_	myo-Inositol exchange
R_EX_ins_LPAREN_e_RPAREN_	Inosine exchange
R_EX_itp_LPAREN_e_RPAREN_	Exchange of ITP(3-)
R_EX_ivcrn	exchange reaction for isovaleryl carnitine
